VendorNumber,VendorName,Brand,PurchasePrice,Actual_sellingPrice,Volume,Description,total_purchase_quantity,total_purchases_amount_in_dollars,TOTAL_SALES_QUANTITY,TOTAL_SALES_PRICE,TOTAL_SALES_DOLLARS,TOTALSALES_EXCISE_TAX,freight_Cost,GrossProfit,Stockturnover,ProfitMargin,SalesToPurchaseRatio,Unitprice,Ordersize,Unsold_inventory_value
4692,KOBRAND CORPORATION,22534,22.72,34.99,750.0,Jadot Fixin 12,2,45.44,6,174.95000000000002,209.94,0.66,9139.38,164.5,3.0,78.35572068209964,4.620158450704226,22.72,Small,-90.88
8664,"STOLI GROUP,(USA) LLC",3147,0.71,0.99,50.0,Stolichnaya Chocolat Kokonut,64,45.44,1255,627.66,1242.45,64.29,18544.49,1197.01,19.609375,96.34270996820797,27.342649647887328,0.71,Small,-845.61
9815,WINE GROUP INC,16869,4.57,11.99,750.0,Cupcake Chianti,10,45.7,84,279.6,587.16,9.35,27100.41,541.4599999999999,8.4,92.2167722596907,12.848140043763674,4.57,Small,-338.18
4425,MARTIGNETTI COMPANIES,11653,6.57,9.99,750.0,Mas Belles Eaux Les Cot Roug,7,45.99,3,16.99,50.97,0.34,144929.24,4.979999999999997,0.42857142857142855,9.77045320776927,1.1082844096542726,6.57,Small,26.28
3252,E & J GALLO WINERY,31789,4.6,12.99,3000.0,Livingston Cab Svgn Cal,10,46.0,14,97.92,157.86,6.3,61966.91,111.86000000000001,1.4,70.86025592296971,3.431739130434783,4.6,Small,-18.4
10754,PERFECTA WINES,24575,23.17,34.99,750.0,Failla Pnt Nr Sonoma Cst,2,46.34,99,2344.33,3464.01,10.96,28720.52,3417.67,49.5,98.66224404663959,74.75205006473888,23.17,Small,-2247.4900000000002
516,BANFI PRODUCTS CORP,199,3.87,9.99,750.0,Wisdom & Warter Cream Sherry,12,46.44,16,39.92,79.84,12.59,8510.41,33.400000000000006,1.3333333333333333,41.83366733466934,1.7192075796726962,3.8699999999999997,Small,-15.48
516,BANFI PRODUCTS CORP,26351,7.74,11.99,1500.0,Cella Lambrusco,6,46.44,6,11.99,71.94,1.35,8510.41,25.5,1.0,35.446205170975816,1.549095607235142,7.739999999999999,Small,0.0
90047,CRUSH WINES,20776,23.33,39.99,750.0,JM Gobillard Tradition Brut,2,46.66,5,159.96,199.95000000000002,0.55,1457.73,153.29000000000002,2.5,76.66416604151038,4.285255036433777,23.33,Small,-69.99
4425,MARTIGNETTI COMPANIES,21280,47.09,72.99,750.0,Rodney Strong Bros Ridge Cab,1,47.09,21,1094.85,1532.79,2.33,144929.24,1485.7,21.0,96.92782442474181,32.55022297727755,47.09,Small,-941.8000000000001
7153,PINE STATE TRADING CO,20941,6.75,9.99,750.0,Valdivieso Brut,7,47.25,17,103.92,220.83,1.8900000000000001,15884.82,173.58,2.4285714285714284,78.60345061812254,4.673650793650794,6.75,Small,-67.5
3960,DIAGEO NORTH AMERICA INC,3697,1.58,1.99,50.0,Ciroc Pineapple Vodka,30,47.4,71,45.77,141.29,3.66,257032.07,93.88999999999999,2.3666666666666667,66.45197820086346,2.980801687763713,1.5799999999999998,Small,-64.78
2000,SOUTHERN WINE & SPIRITS NE,19695,23.8,34.99,750.0,Ch Bernadotte 10 Haut Medoc,2,47.6,12,349.90000000000003,419.88,1.32,19016.59,372.28,6.0,88.66342764599409,8.821008403361343,23.8,Small,-238.0
7749,R.P.IMPORTS INC,43013,7.94,11.99,750.0,Anastasi Estates Messinia Rd,6,47.64,27,155.87,323.73,3.02,91.5,276.09000000000003,4.5,85.28403299045502,6.795340050377834,7.94,Small,-166.74
10754,PERFECTA WINES,18474,7.94,11.99,750.0,Ch Suau Cadillac Wh Brdx,6,47.64,6,11.99,71.94,0.68,28720.52,24.299999999999997,1.0,33.778148457047536,1.5100755667506296,7.94,Small,0.0
10754,PERFECTA WINES,24793,3.97,5.99,750.0,Canyon Oaks Pink Moscato,12,47.64,12,5.99,71.88,1.35,28720.52,24.239999999999995,1.0,33.72287145242069,1.508816120906801,3.97,Small,0.0
660,SAZERAC NORTH AMERICA INC.,430,1.99,2.79,1000.0,Montezuma Triple Sec,24,47.76,28,30.69,78.12,29.4,17932.33,30.360000000000007,1.1666666666666667,38.86328725038403,1.6356783919597992,1.99,Small,-7.96
4425,MARTIGNETTI COMPANIES,19391,23.97,34.99,1500.0,Ch Hyot Castillon Brdx,2,47.94,18,489.86,629.82,4.0,144929.24,581.8800000000001,9.0,92.38830141945319,13.137672090112643,23.97,Small,-383.52
4425,MARTIGNETTI COMPANIES,31176,47.94,69.99,750.0,Penfld Bin 407 Cab Svgn Ausl,1,47.94,9,559.92,629.91,0.99,144929.24,581.97,9.0,92.38938896032768,13.139549436795996,47.94,Small,-383.52
4692,KOBRAND CORPORATION,16359,4.02,5.99,750.0,St Francis White Splash,12,48.24,12,59.900000000000006,71.88,1.32,9139.38,23.639999999999993,1.0,32.888146911519186,1.490049751243781,4.0200000000000005,Small,0.0
4425,MARTIGNETTI COMPANIES,317,24.23,31.99,750.0,Triple Eight Vodka,2,48.46,2,63.98,63.98,1.58,144929.24,15.519999999999996,1.0,24.257580493904342,1.3202641353693767,24.23,Small,0.0
3924,HEAVEN HILL DISTILLERIES,867,5.4,7.29,1000.0,Rosita Tequila Liqueur,9,48.6,9,36.45,65.61,9.45,14069.87,17.009999999999998,1.0,25.925925925925924,1.3499999999999999,5.4,Small,0.0
9815,WINE GROUP INC,23561,4.05,5.99,1000.0,Flip Flop Sangria,12,48.6,12,11.98,71.88,1.8,27100.41,23.279999999999994,1.0,32.38731218697829,1.4790123456790123,4.05,Small,0.0
9815,WINE GROUP INC,43354,4.05,6.49,750.0,Pinot Evil VDP Beaute Pnt Nr,12,48.6,12,9.99,119.88,1.35,27100.41,71.28,1.0,59.45945945945946,2.4666666666666663,4.05,Small,0.0
8892,TRINCHERO FAMILY ESTATES,24132,4.07,5.99,750.0,Sutter Home Malbec Arg,12,48.84,12,5.99,71.88,1.35,11595.97,23.039999999999992,1.0,32.05342237061768,1.4717444717444716,4.07,Small,0.0
653,STATE WINE & SPIRITS,324,16.29,21.99,750.0,Rothman & Winter Apricot,3,48.87,3,43.98,65.97,2.3600000000000003,8014.9800000000005,17.1,1.0,25.92087312414734,1.3499079189686924,16.29,Small,0.0
4425,MARTIGNETTI COMPANIES,11216,8.16,11.99,750.0,Red Truck Znfdl Sonoma Cnty,6,48.96,6,11.99,71.94,0.68,144929.24,22.979999999999997,1.0,31.943286071726433,1.469362745098039,8.16,Small,0.0
10754,PERFECTA WINES,20178,16.33,24.99,375.0,Robert Sinskey Pnt Bl,3,48.989999999999995,35,599.76,874.65,2.03,28720.52,825.66,11.666666666666666,94.3989024181101,17.853643600734845,16.33,Small,-522.56
7153,PINE STATE TRADING CO,19673,8.27,11.99,1500.0,Tavernello Pinot Grigio IGT,6,49.62,6,11.99,71.94,1.35,15884.82,22.32,1.0,31.02585487906589,1.4498186215235793,8.27,Small,0.0
10754,PERFECTA WINES,23753,49.66,74.99,750.0,Ch Grand Puy-Lacoste 12 Paul,1,49.66,18,1274.83,1349.82,1.98,28720.52,1300.1599999999999,18.0,96.32099094694107,27.18123238018526,49.66,Small,-844.2199999999999
9165,ULTRA BEVERAGE COMPANY LLP,19835,2.16,12.99,375.0,Luiano Rosato,23,49.68000000000001,25,23.03,82.25,1.41,68054.7,32.56999999999999,1.0869565217391304,39.59878419452887,1.6555958132045085,2.16,Small,-4.32
6213,MHW LTD,2027,16.66,29.99,750.0,Mayfair London Dry Gin,3,49.98,18,323.85999999999996,411.82,14.2,9621.58,361.84,6.0,87.86362974114904,8.239695878351341,16.66,Small,-249.9
9165,ULTRA BEVERAGE COMPANY LLP,12133,4.24,12.99,750.0,Pro.mis.Q.ous White CA,12,50.88,31,80.47,191.89000000000001,3.47,68054.7,141.01000000000002,2.5833333333333335,73.4848090051592,3.7714229559748427,4.24,Small,-80.56
10754,PERFECTA WINES,36069,51.0,105.99,750.0,Ch Lagrange 10,1,51.0,14,683.91,1063.86,1.55,28720.52,1012.8599999999999,14.0,95.20613614573345,20.86,51.0,Small,-663.0
9165,ULTRA BEVERAGE COMPANY LLP,5610,25.57,32.99,750.0,West Indies Blue Mtn Coffee,2,51.14,18,395.88,593.82,14.19,68054.7,542.6800000000001,9.0,91.3879626822943,11.611654282362144,25.57,Small,-409.12
4425,MARTIGNETTI COMPANIES,24531,17.1,25.99,750.0,Joseph Drouhin Cote de Beaun,3,51.300000000000004,65,1195.54,1689.35,7.17,144929.24,1638.05,21.666666666666668,96.96332909107053,32.9307992202729,17.1,Small,-1060.2
7245,PROXIMO SPIRITS INC.,3729,8.59,14.99,750.0,Three Olives Whipped Cream,6,51.54,44,307.72,483.56,34.65,38994.78,432.02,7.333333333333333,89.34155016957564,9.382227396197129,8.59,Small,-326.42
4425,MARTIGNETTI COMPANIES,34539,17.23,24.99,375.0,Ch Roumier-Lacoste Barsac W,3,51.69,3,24.99,74.97,0.17,144929.24,23.28,1.0,31.052420968387356,1.4503772489843296,17.23,Small,0.0
9165,ULTRA BEVERAGE COMPANY LLP,846,52.34,66.99,750.0,Chinaco Anejo Tequila,1,52.34,1,66.99,66.99,0.79,68054.7,14.649999999999991,1.0,21.8689356620391,1.279900649598777,52.34,Small,0.0
9552,M S WALKER INC,20549,7.48,10.99,750.0,Fifty Shades Of Grey Wh Silk,7,52.36,41,296.73,450.59000000000003,4.54,55551.82,398.23,5.857142857142857,88.3796799751437,8.605614973262032,7.4799999999999995,Small,-254.32000000000002
4692,KOBRAND CORPORATION,25089,26.2,37.99,750.0,Jadot Saint Aubin 13,2,52.4,21,569.85,797.7900000000001,2.32,9139.38,745.3900000000001,10.5,93.43185550082103,15.225000000000001,26.2,Small,-497.8
2000,SOUTHERN WINE & SPIRITS NE,23328,52.41,75.99,750.0,Ch Clerc Milon Pauillac 11,1,52.41,23,1367.82,1747.77,2.54,19016.59,1695.36,23.0,97.00132168420329,33.348025186033205,52.41,Small,-1153.02
4425,MARTIGNETTI COMPANIES,39104,8.78,25.99,750.0,Olivier Chablis Savary,6,52.67999999999999,27,155.88,350.73,3.0100000000000002,144929.24,298.05,4.5,84.97989906765888,6.657744874715263,8.78,Small,-184.38
8892,TRINCHERO FAMILY ESTATES,20184,3.78,10.99,750.0,Charles & Charles Chard,14,52.92,115,191.07,665.85,12.89,11595.97,612.9300000000001,8.214285714285714,92.0522640234287,12.582199546485262,3.7800000000000002,Small,-381.78
7153,PINE STATE TRADING CO,44637,8.84,12.99,1500.0,Sea Ridge Chard Cal,6,53.04,6,12.99,77.94,1.35,15884.82,24.9,1.0,31.947652040030793,1.4694570135746605,8.84,Small,0.0
9815,WINE GROUP INC,37733,8.84,12.99,3000.0,Corbett Canyon Wh Znfdl,6,53.04,12,25.98,155.88,5.4,27100.41,102.84,2.0,65.97382602001541,2.938914027149321,8.84,Small,-53.04
8664,"STOLI GROUP,(USA) LLC",7590,13.27,16.99,750.0,Stoli 80 VAP Lemonade Shaker,4,53.08,260,3629.9999999999995,4696.4,205.04,18544.49,4643.32,65.0,98.86977259177242,88.47776940467219,13.27,Small,-3397.12
12546,JIM BEAM BRANDS COMPANY,1878,10.65,16.49,750.0,Jim Beam White BBQ Sauce Pak,5,53.25,135,1351.61,2052.15,106.42,123880.97,1998.9,27.0,97.40516044148819,38.53802816901408,10.65,Small,-1384.5
5612,MILTONS DISTRIBUTING CO,17671,4.44,6.79,750.0,Revelation Chard Pays D'Oc,12,53.28,12,6.79,81.48,1.35,9.46,28.200000000000003,1.0,34.609720176730484,1.5292792792792793,4.44,Small,0.0
9165,ULTRA BEVERAGE COMPANY LLP,7205,8.91,15.99,750.0,Woodstock Hot Licks,6,53.46,97,976.65,1114.53,76.56,68054.7,1061.07,16.166666666666668,95.20335926354606,20.847923681257015,8.91,Small,-810.8100000000001
7153,PINE STATE TRADING CO,2858,13.38,16.99,750.0,Royal Thistle Scotch,4,53.52,12,84.94999999999999,203.88,9.45,15884.82,150.35999999999999,3.0,73.74926427310183,3.809417040358744,13.38,Small,-107.04
10754,PERFECTA WINES,24578,26.81,40.49,750.0,Jean Laurent Blanc de Noirs,2,53.62,43,1799.6100000000001,1982.5700000000002,4.73,28720.52,1928.9500000000003,21.5,97.29542966957031,36.97444983215219,26.81,Small,-1099.21
1392,CONSTELLATION BRANDS INC,2115,4.88,7.99,750.0,Black Velvet,11,53.68,431,1865.14,2812.19,339.5,79528.99,2758.51,39.18181818181818,98.09116738200477,52.388040238450074,4.88,Small,-2049.6
2000,SOUTHERN WINE & SPIRITS NE,23332,17.99,26.99,750.0,Ch Haut Beausejour 11 Esteph,3,53.97,30,485.82,809.6999999999999,3.33,19016.59,755.7299999999999,10.0,93.33456835865135,15.002779321845468,17.99,Small,-485.72999999999996
4425,MARTIGNETTI COMPANIES,13421,4.54,6.99,750.0,Liberty School Cuvee Red CC,12,54.48,17,13.98,118.83,1.9100000000000001,144929.24,64.35,1.4166666666666667,54.15299166877051,2.1811674008810575,4.54,Small,-22.7
4425,MARTIGNETTI COMPANIES,22108,9.08,13.99,750.0,Emmolo Svgn Blanc,6,54.48,67,265.81,937.33,7.49,144929.24,882.85,11.166666666666666,94.18774604461609,17.205029368575627,9.08,Small,-553.88
9552,M S WALKER INC,29648,9.08,13.99,750.0,Hartley & Gibson Fino Dry S,6,54.48,6,83.94,83.94,0.66,55551.82,29.46,1.0,35.09649749821301,1.5407488986784141,9.08,Small,0.0
1439,CAPSTONE INTERNATIONAL,2213,13.66,26.99,1750.0,King Robert II Scotch Whisky,4,54.64,13,113.94,246.86999999999998,23.89,0.27,192.22999999999996,3.25,77.86689350670393,4.51811859443631,13.66,Small,-122.94
8150,SEA HAGG DISTILLERY LLC,2401,6.86,8.99,200.0,Sea Hagg Poitin White Whisky,8,54.88,11,71.92,98.89,2.31,935.52,44.01,1.375,44.50399433714228,1.8019314868804663,6.86,Small,-20.580000000000002
8352,LUXCO INC,8629,11.02,13.99,1750.0,Ezra Brooks Cinnamon Bourbon,5,55.1,3,37.98,56.97,5.51,10261.6,1.8699999999999974,0.6,3.2824293487800555,1.0339382940108892,11.02,Small,22.04
6785,PALM BAY INTERNATIONAL INC,19435,55.17,79.99,750.0,Jean Luc Colombo Ruchets 07,1,55.17,2,159.98,159.98,0.22,13605.41,104.80999999999999,2.0,65.51443930491311,2.899764364690955,55.17,Small,-55.17
8004,SAZERAC CO INC,5371,0.79,0.99,50.0,Dr McGillicudy's Buttersctch,70,55.300000000000004,403,125.73,398.97,20.89,50293.62,343.67,5.757142857142857,86.13930871995387,7.214647377938517,0.79,Small,-263.07
9552,M S WALKER INC,590,4.61,5.99,1000.0,Allen's Amaretto Liqueur,12,55.32,17,83.86,101.83,17.85,55551.82,46.51,1.4166666666666667,45.67416282038692,1.8407447577729572,4.61,Small,-23.05
10754,PERFECTA WINES,18658,7.92,15.99,750.0,Samos High Peaks Muscat,7,55.44,14,91.92,160.86,1.55,28720.52,105.42000000000002,2.0,65.53524804177546,2.901515151515152,7.92,Small,-55.44
10754,PERFECTA WINES,21445,55.48,85.99,750.0,Alto Ego De Palmer Margaux,1,55.48,31,1375.84,2665.69,3.45,28720.52,2610.21,31.0,97.91873773769643,48.04776496034607,55.48,Small,-1664.3999999999999
660,SAZERAC NORTH AMERICA INC.,1774,9.25,12.49,1750.0,Old Thompson,6,55.5,6,12.49,74.94,11.02,17932.33,19.439999999999998,1.0,25.940752602081663,1.3502702702702702,9.25,Small,0.0
17035,PERNOD RICARD USA,5653,14.05,17.99,750.0,Kahlua Cinnamon Spice,4,56.2,118,2070.94,2308.8199999999997,93.12,123780.22,2252.62,29.5,97.56585615162724,41.082206405693945,14.05,Small,-1601.7
7255,PSP WINES,23791,4.69,6.99,750.0,Pio II Chianti 07,12,56.28,12,6.99,83.88,1.35,648.71,27.599999999999994,1.0,32.90414878397711,1.4904051172707888,4.69,Small,0.0
9552,M S WALKER INC,2938,11.42,15.99,750.0,Kennedy's Original Irish,5,57.1,33,367.77,527.67,26.03,55551.82,470.56999999999994,6.6,89.1788428373794,9.241155866900174,11.42,Small,-319.76
9552,M S WALKER INC,16200,28.66,42.99,750.0,Gramona Lustros Gr Rsva Cava,2,57.32,21,816.8100000000001,902.7900000000001,2.31,55551.82,845.47,10.5,93.65079365079364,15.750000000000002,28.66,Small,-544.54
8004,SAZERAC CO INC,2972,57.55,79.99,750.0,Eagle Rare Bourbon 17 yr,1,57.55,1,79.99,79.99,0.79,50293.62,22.439999999999998,1.0,28.05350668833604,1.3899218071242398,57.55,Small,0.0
6213,MHW LTD,1565,14.39,18.99,375.0,Galliano Tiki Gift Pack,4,57.56,21,360.80999999999995,398.78999999999996,8.21,9621.58,341.22999999999996,5.25,85.56633817297325,6.928248783877692,14.39,Small,-244.63
4425,MARTIGNETTI COMPANIES,19906,4.82,6.99,750.0,The Pessimist Cab Svgn,12,57.84,13,13.98,90.86999999999999,1.4600000000000002,144929.24,33.02999999999999,1.0833333333333333,36.34862991086166,1.5710580912863068,4.82,Small,-4.82
653,STATE WINE & SPIRITS,20605,9.65,13.99,750.0,Viu Manent Cab Svgn La Capil,6,57.9,12,153.89000000000001,167.88,1.32,8014.9800000000005,109.97999999999999,2.0,65.51107934238742,2.899481865284974,9.65,Small,-57.900000000000006
653,STATE WINE & SPIRITS,19943,4.83,7.49,750.0,Viu Manent Rsva Svgn Blanc,12,57.96,12,7.99,95.88,1.35,8014.9800000000005,37.919999999999995,1.0,39.54943679599499,1.6542443064182193,4.83,Small,0.0
7153,PINE STATE TRADING CO,20608,4.83,7.49,750.0,Villa Fassini Sangio/Cab,12,57.96,12,7.49,89.88,1.35,15884.82,31.919999999999995,1.0,35.51401869158878,1.5507246376811594,4.83,Small,0.0
90011,FORTUNE WINE BROKERS LLC,46418,9.67,15.99,750.0,Ermita Sn Felices Rose Rioja,6,58.02,37,474.7,586.63,4.09,238.60999999999999,528.61,6.166666666666667,90.10960912329749,10.110823853843502,9.67,Small,-299.77
5612,MILTONS DISTRIBUTING CO,23579,4.86,7.49,750.0,Trader Joe's Pet Rsv Merlot,12,58.32,12,7.49,89.88,1.35,9.46,31.559999999999995,1.0,35.11348464619493,1.5411522633744854,4.86,Small,0.0
10754,PERFECTA WINES,39434,9.73,14.99,750.0,Cambas Nemea RSV Attica Rd,6,58.38,12,29.98,179.88,1.36,28720.52,121.5,2.0,67.54503002001334,3.081192189105858,9.73,Small,-58.38
9165,ULTRA BEVERAGE COMPANY LLP,18628,19.59,28.99,750.0,Viberti Bricco Airoli,3,58.77,47,1072.6299999999999,1362.53,5.18,68054.7,1303.76,15.666666666666666,95.68670047631979,23.18410753785945,19.59,Small,-861.96
9165,ULTRA BEVERAGE COMPANY LLP,16190,9.8,22.99,750.0,Morande Edicion Limitada,6,58.8,19,179.88,284.81,2.12,68054.7,226.01,3.1666666666666665,79.35465749095889,4.843707482993198,9.799999999999999,Small,-127.4
9552,M S WALKER INC,11743,4.9,7.49,750.0,Parducci Sustainable White,12,58.8,12,7.49,89.88,1.35,55551.82,31.08,1.0,34.57943925233645,1.5285714285714285,4.8999999999999995,Small,0.0
9552,M S WALKER INC,23040,59.2,119.99,750.0,Aquilon 06 Garnacha de Borja,1,59.2,7,539.9399999999999,629.93,0.77,55551.82,570.7299999999999,7.0,90.60213039544075,10.640709459459458,59.2,Small,-355.20000000000005
660,SAZERAC NORTH AMERICA INC.,4207,2.05,2.79,1000.0,Mr Boston Triple Sec,29,59.449999999999996,29,27.9,80.91,30.45,17932.33,21.46,1.0,26.523297491039425,1.3609756097560977,2.05,Small,0.0
7153,PINE STATE TRADING CO,18354,4.96,7.49,750.0,Bella Bolla Red Moscato,12,59.52,12,7.49,89.88,1.35,15884.82,30.359999999999992,1.0,33.778371161548726,1.5100806451612903,4.96,Small,0.0
4950,LATITUDE BEVERAGE COMPANY,18452,9.93,14.99,750.0,Ninety+Cellars Lot 71 Malbec,6,59.58,33,374.75,494.67,3.65,1610.0,435.09000000000003,5.5,87.95560676814847,8.302618328298086,9.93,Small,-268.11
9165,ULTRA BEVERAGE COMPANY LLP,20682,19.86,41.99,750.0,A Bichot Chablis Vaucopins,3,59.58,56,811.7199999999999,1623.44,6.26,68054.7,1563.8600000000001,18.666666666666668,96.33001527620362,27.24806982208795,19.86,Small,-1052.58
10754,PERFECTA WINES,20506,19.86,28.99,750.0,Citran Haut-Medoc,3,59.58,35,840.7099999999999,1014.65,3.87,28720.52,955.0699999999999,11.666666666666666,94.12802444192579,17.03004363880497,19.86,Small,-635.52
4425,MARTIGNETTI COMPANIES,8282,0.71,0.99,50.0,Berentzen Bushel & Barrel,84,59.64,378,146.52,374.22,19.51,144929.24,314.58000000000004,4.5,84.06285072951741,6.274647887323944,0.71,Small,-208.73999999999998
9815,WINE GROUP INC,22413,2.49,3.79,750.0,Harthill Farms Cab Svgn,24,59.76,157,87.17,595.03,17.62,27100.41,535.27,6.541666666666667,89.95680890039158,9.956994645247658,2.4899999999999998,Small,-331.17
10754,PERFECTA WINES,23768,29.93,43.99,750.0,Sociando Mallet 12 Haut-Medo,2,59.86,57,1539.65,2507.4300000000003,6.32,28720.52,2447.57,28.5,97.6126950702512,41.888239224858005,29.93,Small,-1646.15
3960,DIAGEO NORTH AMERICA INC,648,19.99,27.99,1000.0,Tanqueray Rangpur Gin,3,59.97,3,83.97,83.97,3.1500000000000004,257032.07,24.0,1.0,28.5816362986781,1.400200100050025,19.99,Small,0.0
9552,M S WALKER INC,15645,19.99,28.99,750.0,Obsidian Ridge Cab Svgn,3,59.97,3,28.99,86.97,0.34,55551.82,27.0,1.0,31.04518799586064,1.4502251125562782,19.99,Small,0.0
7153,PINE STATE TRADING CO,5693,7.51,13.99,375.0,P & J Cold Soaked Berries,8,60.08,71,863.38,989.29,27.740000000000002,15884.82,929.2099999999999,8.875,93.92695771715069,16.46621171770972,7.51,Small,-473.13
9165,ULTRA BEVERAGE COMPANY LLP,935,30.07,39.99,750.0,Tanteo Tropical Tequila,2,60.14,5,119.97,199.95000000000002,3.93,68054.7,139.81,2.5,69.92248062015504,3.3247422680412373,30.07,Small,-90.21000000000001
1590,DIAGEO CHATEAU ESTATE WINES,17941,2.01,2.99,750.0,Rose 'N' Blum Pink Moscato,30,60.300000000000004,30,14.950000000000001,89.7,3.3800000000000003,7259.75,29.4,1.0,32.775919732441466,1.4875621890547264,2.0100000000000002,Small,0.0
2000,SOUTHERN WINE & SPIRITS NE,23494,20.13,29.99,375.0,Ch Doisy-Daene Sauternes 11,3,60.39,14,149.95,419.86,0.79,19016.59,359.47,4.666666666666667,85.61663411613395,6.952475575426395,20.13,Small,-221.42999999999998
516,BANFI PRODUCTS CORP,43799,5.09,7.79,750.0,Trivento Golden RSV Malbec,12,61.08,12,15.58,93.48,1.36,8510.41,32.400000000000006,1.0,34.65982028241336,1.5304518664047153,5.09,Small,0.0
90024,VINILANDIA USA,20722,20.4,29.99,750.0,Ch Musar Hochar Red,3,61.199999999999996,11,239.92,329.89,1.22,2802.64,268.69,3.6666666666666665,81.44836157507048,5.390359477124183,20.4,Small,-163.2
1392,CONSTELLATION BRANDS INC,16916,5.15,7.99,750.0,R Mondavi Malbec Private Slt,12,61.8,10,34.96,85.9,1.12,79528.99,24.10000000000001,0.8333333333333334,28.055878928987205,1.3899676375404533,5.1499999999999995,Small,10.3
9552,M S WALKER INC,398,5.63,7.49,1000.0,S S Pierce Ninety Nine Gin,11,61.93,9,7.49,67.41,9.45,55551.82,5.479999999999997,0.8181818181818182,8.129357662067937,1.0884870014532537,5.63,Small,11.26
2000,SOUTHERN WINE & SPIRITS NE,35855,5.17,7.49,750.0,Botromagno Gravina,12,62.04,12,7.49,89.88,1.35,19016.59,27.839999999999996,1.0,30.97463284379172,1.448742746615087,5.17,Small,0.0
90017,THE IMPORTED GRAPE LLC,25745,5.17,7.49,750.0,Riojana Chard,12,62.04,12,7.49,89.88,1.35,80.03,27.839999999999996,1.0,30.97463284379172,1.448742746615087,5.17,Small,0.0
90047,CRUSH WINES,26521,10.34,14.99,750.0,Astraly Touraine Nobel Rose,6,62.04,6,14.99,89.94,0.68,1457.73,27.9,1.0,31.02068045363576,1.4497098646034816,10.34,Small,0.0
4425,MARTIGNETTI COMPANIES,44098,4.79,6.99,750.0,Rocca di Montemassi Le Faca,13,62.269999999999996,13,34.95,90.87,1.46,144929.24,28.60000000000001,1.0,31.473533619456372,1.4592901878914406,4.79,Small,0.0
7153,PINE STATE TRADING CO,5688,7.8,13.99,375.0,P & J Cold Soaked Peaches,8,62.4,96,1187.14,1327.04,37.51,15884.82,1264.6399999999999,12.0,95.29780564263322,21.266666666666666,7.8,Small,-686.4
3960,DIAGEO NORTH AMERICA INC,3705,0.72,0.99,50.0,Smirnoff Sours Watermelon,87,62.64,147,3.96,145.53,7.71,257032.07,82.89,1.6896551724137931,56.95732838589982,2.3232758620689653,0.72,Medium,-43.199999999999996
9815,WINE GROUP INC,13544,2.61,3.79,750.0,Lucky Duck Cab Svgn,24,62.64,24,7.58,90.96,2.7,27100.41,28.319999999999993,1.0,31.134564643799468,1.4521072796934864,2.61,Small,0.0
90037,THE PIERPONT GROUP LLC,20787,5.22,7.99,750.0,Proemio Malbec,12,62.64,12,7.99,95.88,1.35,27.98,33.239999999999995,1.0,34.66833541927409,1.5306513409961684,5.22,Small,0.0
653,STATE WINE & SPIRITS,24371,10.45,15.99,720.0,Tozai Typhoon Sake,6,62.7,5,79.95,79.95,0.55,8014.9800000000005,17.25,0.8333333333333334,21.575984990619137,1.2751196172248804,10.450000000000001,Small,10.45
2000,SOUTHERN WINE & SPIRITS NE,28148,10.45,15.99,750.0,Ciro Rosso Clsc Librandi Cl,6,62.7,6,12.99,77.94,0.68,19016.59,15.239999999999995,1.0,19.55350269438029,1.2430622009569376,10.450000000000001,Small,0.0
7153,PINE STATE TRADING CO,24925,12.58,18.99,750.0,Immersion Red,5,62.9,5,18.99,94.95,0.56,15884.82,32.050000000000004,1.0,33.75460768825698,1.5095389507154213,12.58,Small,0.0
7153,PINE STATE TRADING CO,12891,5.26,7.99,750.0,Santa Marta Pnt Grigio,12,63.12,12,7.99,95.88,1.35,15884.82,32.76,1.0,34.16770963704631,1.5190114068441065,5.26,Small,0.0
90047,CRUSH WINES,26327,5.29,7.99,750.0,Cellier des Dauphines CdR,12,63.48,12,7.99,95.88,1.35,1457.73,32.4,1.0,33.79224030037547,1.5103969754253308,5.29,Small,0.0
516,BANFI PRODUCTS CORP,22195,5.33,7.99,750.0,Placido Pinot Grigio Venezi,12,63.96,12,107.88,107.88,1.32,8510.41,43.919999999999995,1.0,40.711902113459395,1.6866791744840524,5.33,Small,0.0
9165,ULTRA BEVERAGE COMPANY LLP,44272,10.67,15.79,750.0,Legaris Crianza Ribera del,6,64.02,6,31.58,94.74000000000001,0.67,68054.7,30.720000000000013,1.0,32.425585813806215,1.4798500468603564,10.67,Small,0.0
4425,MARTIGNETTI COMPANIES,17933,64.13,92.99,750.0,Camp Meeting Ridge Pnt Nr,1,64.13,7,278.96999999999997,650.93,0.78,144929.24,586.8,7.0,90.14794217504186,10.150163729923593,64.13,Small,-384.78
2000,SOUTHERN WINE & SPIRITS NE,19955,64.18,94.99,750.0,Ch La Croix de Beaucailou 10,1,64.18,31,1329.86,2944.69,3.46,19016.59,2880.51,31.0,97.82048365023144,45.88173885945777,64.18,Small,-1925.4
9165,ULTRA BEVERAGE COMPANY LLP,24101,5.36,7.99,750.0,Soli White Blend,12,64.32,986,4394.5,7878.14,109.7,68054.7,7813.820000000001,82.16666666666667,99.1835636330403,122.48351990049753,5.359999999999999,Small,-5220.64
